Car_ID,Scheduled_Assembly_Date,Engine_Delivery_Date,Engine_Supplier_Region,Engine_Supplier_Reliability,Engine_Transport_Mode,Is_Critical_Engine,Transmission_Delivery_Date,Transmission_Supplier_Region,Transmission_Supplier_Reliability,Transmission_Transport_Mode,Is_Critical_Transmission,Brake_System_Delivery_Date,Brake_System_Supplier_Region,Brake_System_Supplier_Reliability,Brake_System_Transport_Mode,Is_Critical_Brake_System,Suspension_Delivery_Date,Suspension_Supplier_Region,Suspension_Supplier_Reliability,Suspension_Transport_Mode,Is_Critical_Suspension,Infotainment_Delivery_Date,Infotainment_Supplier_Region,Infotainment_Supplier_Reliability,Infotainment_Transport_Mode,Is_Critical_Infotainment,Car_Delayed,Delay_Days,Financial_Impact_USD,Engine_Delayed_Flag,Transmission_Delayed_Flag,Brake_System_Delayed_Flag,Suspension_Delayed_Flag,Infotainment_Delayed_Flag,Any_Critical_Part_Delayed,Engine_Delay_Reason,Transmission_Delay_Reason,Brake_System_Delay_Reason,Suspension_Delay_Reason,Infotainment_Delay_Reason,Order_Urgency,Holiday_Proximity,Inventory_Buffer_Used,Weather_Condition_On_Delivery,Strike_Notice,Production_Shift,Valid_Delay,Total_Parts_Delayed,Route_Type,Distance_KM,Traffic_Level,Supplier_Performance_Score,Contract_Penalty_Per_Day,Engine_Supplier_Group,Transmission_Supplier_Group,Brake_System_Supplier_Group,Suspension_Supplier_Group,Infotainment_Supplier_Group,Engine_Reliability_Score,Transmission_Reliability_Score,Brake_System_Reliability_Score,Suspension_Reliability_Score,Infotainment_Reliability_Score,Traffic_Severity_Index
CAR_283,2023-01-31,2023-02-03,EAST,0.88,SEA,0,2023-01-31,WEST,0.85,SEA,1,2023-01-26,EAST,0.74,SEA,1,2023-01-30,SOUTH,0.95,AIR,1,2023-01-27,EAST,0.73,SEA,0,0,0.0,0.0,1,0,0,0,0,0,WEATHER,ON-TIME,ON-TIME,ON-TIME,ON-TIME,MEDIUM,0,0,STORM,0,MORNING,False,1,URBAN,61.07867634354023,LOW,0.84,100,EAST_SEA,WEST_SEA,EAST_SEA,SOUTH_AIR,EAST_SEA,0.2435897435897435,0.2839506172839506,0.2307692307692307,0.2891566265060241,0.1894736842105263,1.0
CAR_705,2023-01-31,2023-01-30,EAST,0.73,SEA,1,2023-01-28,NORTH,0.97,ROAD,1,2023-01-30,NORTH,0.88,ROAD,0,2023-02-01,SOUTH,0.8,ROAD,0,2023-01-26,EAST,0.89,ROAD,1,0,0.0,0.0,0,0,0,1,0,0,ON-TIME,ON-TIME,ON-TIME,HOLIDAY,ON-TIME,LOW,0,0,SNOW,0,NIGHT,False,1,URBAN,15.23474159549282,LOW,0.62,750,WEST_SEA,NORTH_ROAD,NORTH_ROAD,SOUTH_ROAD,EAST_ROAD,0.2926829268292683,0.3291139240506329,0.3289473684210526,0.2244897959183673,0.2987012987012987,1.0
CAR_668,2023-01-31,2023-01-28,EAST,0.94,AIR,1,2023-01-28,NORTH,0.98,AIR,0,2023-01-31,WEST,0.82,AIR,0,2023-01-30,WEST,0.76,SEA,0,2023-01-24,EAST,0.87,AIR,1,0,0.0,1000.0,0,0,0,0,0,0,ON-TIME,ON-TIME,ON-TIME,ON-TIME,ON-TIME,LOW,1,0,CLEAR,0,NIGHT,False,0,URBAN,46.26821608886453,LOW,0.6,100,EAST_AIR,NORTH_AIR,WEST_AIR,WEST_SEA,EAST_AIR,0.2307692307692307,0.2638888888888889,0.2842105263157894,0.2352941176470588,0.2988505747126437,1.0
CAR_878,2023-02-01,2023-01-24,SOUTH,0.95,AIR,1,2023-01-29,SOUTH,0.85,SEA,1,2023-01-29,SOUTH,0.81,SEA,1,2023-02-01,SOUTH,0.89,ROAD,1,2023-01-28,EAST,0.86,AIR,0,0,0.0,0.0,0,0,0,0,0,0,ON-TIME,ON-TIME,ON-TIME,ON-TIME,ON-TIME,MEDIUM,0,0,STORM,0,EVENING,False,0,RURAL,236.33760258256805,LOW,0.69,250,SOUTH_AIR,SOUTH_SEA,SOUTH_SEA,SOUTH_ROAD,EAST_AIR,0.2702702702702703,0.3163265306122449,0.2826086956521739,0.2244897959183673,0.2988505747126437,1.0
CAR_39,2023-02-01,2023-01-31,EAST,0.99,AIR,1,2023-02-03,EAST,0.82,SEA,0,2023-01-26,NORTH,0.93,AIR,0,2023-01-24,SOUTH,0.97,ROAD,0,2023-01-29,SOUTH,0.91,AIR,1,0,0.0,0.0,0,1,0,0,0,0,ON-TIME,WEATHER,ON-TIME,ON-TIME,ON-TIME,MEDIUM,0,0,CLEAR,0,EVENING,False,1,RURAL,454.53460586532543,MODERATE,0.88,250,EAST_AIR,EAST_SEA,NORTH_AIR,SOUTH_ROAD,SOUTH_AIR,0.2307692307692307,0.3424657534246575,0.2602739726027397,0.2244897959183673,0.3375,1.2
CAR_981,2023-02-01,2023-02-01,EAST,0.8,SEA,0,2023-01-28,SOUTH,0.92,ROAD,1,2023-02-04,WEST,0.91,AIR,0,2023-01-27,EAST,0.99,ROAD,1,2023-02-01,SOUTH,0.85,ROAD,1,0,0.0,0.0,0,0,1,0,0,0,ON-TIME,ON-TIME,WEATHER,ON-TIME,ON-TIME,MEDIUM,0,0,STORM,1,EVENING,False,1,URBAN,78.89616090919988,MODERATE,0.83,250,EAST_SEA,SOUTH_ROAD,WEST_AIR,EAST_ROAD,SOUTH_ROAD,0.2435897435897435,0.3055555555555556,0.2842105263157894,0.2647058823529412,0.2875,1.2
CAR_150,2023-02-01,2023-02-01,WEST,0.9,ROAD,0,2023-02-10,NORTH,0.79,SEA,0,2023-02-03,NORTH,0.8,SEA,1,2023-01-30,EAST,0.79,SEA,1,2023-02-07,WEST,0.85,ROAD,1,1,6.0,3000.0,0,1,1,0,1,1,ON-TIME,WEATHER,HOLIDAY,ON-TIME,STRIKE,LOW,1,0,CLEAR,0,MORNING,True,3,URBAN,12.632255473110323,MODERATE,0.25,100,WEST_ROAD,NORTH_SEA,NORTH_SEA,EAST_SEA,WEST_ROAD,0.2337662337662337,0.4375,0.2738095238095238,0.2391304347826087,0.3555555555555555,1.2
CAR_919,2023-02-01,2023-01-28,WEST,0.71,AIR,0,2023-02-04,EAST,0.78,AIR,1,2023-02-02,SOUTH,0.92,SEA,1,2023-01-28,SOUTH,0.78,AIR,0,2023-01-29,EAST,0.9,ROAD,1,1,3.0,1500.0,0,1,1,0,0,1,ON-TIME,STRIKE,STRIKE,ON-TIME,ON-TIME,MEDIUM,0,0,RAIN,0,MORNING,True,2,MIXED,146.34882888578412,HIGH,0.29,750,WEST_AIR,EAST_AIR,SOUTH_SEA,SOUTH_AIR,EAST_ROAD,0.3461538461538461,0.3285714285714285,0.2826086956521739,0.2891566265060241,0.2987012987012987,1.5
CAR_827,2023-02-01,2023-02-01,NORTH,0.86,SEA,1,2023-01-27,EAST,0.97,AIR,0,2023-01-27,EAST,0.84,AIR,1,2023-02-01,WEST,0.85,ROAD,1,2023-01-28,NORTH,0.71,AIR,1,0,0.0,0.0,0,0,0,0,0,0,ON-TIME,ON-TIME,ON-TIME,ON-TIME,ON-TIME,MEDIUM,0,0,CLEAR,0,EVENING,False,0,URBAN,21.528617172958,MODERATE,0.68,750,NORTH_SEA,EAST_AIR,EAST_AIR,WEST_ROAD,NORTH_AIR,0.2894736842105263,0.3285714285714285,0.3835616438356164,0.3563218390804598,0.325,1.2
CAR_826,2023-02-01,2023-02-01,WEST,0.84,SEA,1,2023-02-04,EAST,0.83,SEA,1,2023-01-30,WEST,0.85,SEA,0,2023-01-31,EAST,0.98,ROAD,1,2023-01-29,NORTH,0.99,ROAD,0,1,3.0,1500.0,0,1,0,0,0,1,ON-TIME,TRANSPORT BREAKDOWN,ON-TIME,ON-TIME,ON-TIME,HIGH,0,0,CLEAR,0,MORNING,True,1,MIXED,148.4717910997254,MODERATE,0.52,100,WEST_SEA,EAST_SEA,WEST_SEA,EAST_ROAD,NORTH_ROAD,0.2164948453608247,0.3424657534246575,0.35,0.2647058823529412,0.3103448275862069,1.2
CAR_268,2023-02-01,2023-01-31,NORTH,0.89,SEA,0,2023-01-27,WEST,0.9,SEA,1,2023-02-03,SOUTH,0.82,ROAD,1,2023-01-31,WEST,0.79,SEA,0,2023-02-01,NORTH,0.78,ROAD,1,1,2.0,1000.0,0,0,1,0,0,1,ON-TIME,ON-TIME,SUPPLIER ISSUE,ON-TIME,ON-TIME,MEDIUM,0,0,CLEAR,0,EVENING,True,1,MIXED,197.999388990072,MODERATE,0.62,1000,NORTH_SEA,WEST_SEA,SOUTH_ROAD,WEST_SEA,NORTH_ROAD,0.2894736842105263,0.2839506172839506,0.2888888888888888,0.2352941176470588,0.3103448275862069,1.2
CAR_65,2023-02-01,2023-02-01,WEST,0.96,ROAD,1,2023-01-24,WEST,0.76,ROAD,1,2023-02-01,WEST,0.91,AIR,0,2023-02-01,EAST,0.77,SEA,1,2023-02-01,WEST,0.95,ROAD,1,0,0.0,0.0,0,0,0,0,0,0,ON-TIME,ON-TIME,ON-TIME,ON-TIME,ON-TIME,LOW,0,0,RAIN,0,EVENING,False,0,URBAN,98.89501507624284,LOW,0.65,100,WEST_ROAD,WEST_ROAD,WEST_AIR,EAST_SEA,WEST_ROAD,0.2337662337662337,0.2142857142857142,0.2842105263157894,0.2391304347826087,0.3555555555555555,1.0
CAR_758,2023-02-01,2023-01-27,WEST,0.96,AIR,1,2023-02-05,WEST,0.86,AIR,0,2023-02-01,WEST,0.86,SEA,1,2023-02-01,NORTH,0.88,SEA,1,2023-02-01,SOUTH,0.98,ROAD,1,0,0.0,0.0,0,1,0,0,0,0,ON-TIME,SUPPLIER ISSUE,ON-TIME,ON-TIME,ON-TIME,MEDIUM,0,0,CLEAR,0,EVENING,False,1,RURAL,316.60634527906825,LOW,0.89,1000,WEST_SEA,WEST_AIR,WEST_SEA,NORTH_SEA,SOUTH_ROAD,0.2926829268292683,0.2441860465116279,0.35,0.1969696969696969,0.2875,1.0
CAR_481,2023-02-01,2023-01-30,SOUTH,0.98,AIR,0,2023-02-02,SOUTH,0.94,ROAD,0,2023-01-27,SOUTH,0.82,SEA,0,2023-01-30,SOUTH,0.74,ROAD,1,2023-02-07,WEST,0.79,SEA,1,1,6.0,3000.0,0,1,0,0,1,1,ON-TIME,STRIKE,ON-TIME,ON-TIME,STRIKE,MEDIUM,0,0,CLEAR,0,NIGHT,True,2,RURAL,233.1404458060146,HIGH,0.33,250,SOUTH_AIR,SOUTH_ROAD,SOUTH_SEA,SOUTH_ROAD,WEST_SEA,0.2702702702702703,0.3055555555555556,0.2826086956521739,0.2244897959183673,0.4,1.5
CAR_953,2023-02-01,2023-01-31,WEST,0.76,SEA,1,2023-02-04,SOUTH,0.8,ROAD,1,2023-01-31,EAST,0.86,AIR,1,2023-01-30,WEST,0.86,SEA,0,2023-01-27,NORTH,0.97,AIR,1,1,3.0,1500.0,0,1,0,0,0,1,ON-TIME,HOLIDAY,ON-TIME,ON-TIME,ON-TIME,LOW,0,0,SNOW,0,EVENING,True,1,URBAN,85.58220570720555,MODERATE,0.37,750,WEST_SEA,SOUTH_ROAD,EAST_AIR,WEST_SEA,NORTH_AIR,0.2164948453608247,0.3055555555555556,0.3835616438356164,0.2352941176470588,0.325,1.2
CAR_719,2023-02-01,2023-02-01,NORTH,0.81,ROAD,1,2023-01-31,NORTH,0.79,ROAD,1,2023-01-30,EAST,0.74,ROAD,0,2023-02-03,EAST,0.82,AIR,0,2023-01-31,EAST,0.9,AIR,1,0,0.0,0.0,0,0,0,1,0,0,ON-TIME,ON-TIME,ON-TIME,SUPPLIER ISSUE,ON-TIME,LOW,1,0,CLEAR,0,MORNING,False,1,URBAN,83.25732425554169,HIGH,0.73,100,NORTH_ROAD,NORTH_ROAD,EAST_ROAD,EAST_AIR,EAST_AIR,0.2926829268292683,0.3291139240506329,0.2333333333333333,0.2528735632183908,0.2988505747126437,1.5
CAR_383,2023-02-01,2023-01-28,NORTH,0.73,SEA,1,2023-02-01,EAST,0.81,ROAD,1,2023-01-28,WEST,0.98,SEA,0,2023-01-20,WEST,0.81,ROAD,0,2023-02-01,SOUTH,0.83,AIR,0,0,0.0,0.0,0,0,0,0,0,0,ON-TIME,ON-TIME,ON-TIME,ON-TIME,ON-TIME,MEDIUM,1,1,CLEAR,0,MORNING,False,0,RURAL,209.41526678063929,LOW,0.8,250,NORTH _SEA,EAST_ROAD,WEST_SEA,WEST_ROAD,SOUTH_AIR,0.5,0.2790697674418604,0.35,0.3563218390804598,0.3375,1.0
CAR_864,2023-02-01,2023-01-29,WEST,0.92,AIR,0,2023-02-04,SOUTH,0.91,AIR,0,2023-01-24,NORTH,0.93,AIR,1,2023-01-28,EAST,0.98,ROAD,0,2023-02-01,WEST,0.83,SEA,0,0,0.0,0.0,0,1,0,0,0,0,ON-TIME,HOLIDAY,ON-TIME,ON-TIME,ON-TIME,MEDIUM,0,0,CLEAR,0,EVENING,False,1,RURAL,444.24605980392,LOW,0.65,250,WEST_AIR,SOUTH_AIR,NORTH_AIR,EAST_ROAD,WEST_SEA,0.3461538461538461,0.3,0.2602739726027397,0.2647058823529412,0.4,1.0
CAR_79,2023-02-01,2023-01-27,WEST,0.71,AIR,0,2023-01-25,SOUTH,0.97,AIR,1,2023-02-06,WEST,0.82,ROAD,1,2023-02-10,EAST,0.84,AIR,1,2023-01-31,WEST,0.76,AIR,1,1,8.0,4000.0,0,0,1,1,0,1,ON-TIME,ON-TIME,STRIKE,STRIKE,ON-TIME,MEDIUM,0,1,CLEAR,0,EVENING,False,2,URBAN,99.20517635232788,HIGH,0.0,100,WEST_AIR,SOUTH_SEA,WEST_ROAD,EAST_AIR,WEST_AIR,0.3461538461538461,0.3,0.2717391304347826,0.2528735632183908,0.3409090909090909,1.5
CAR_176,2023-02-01,2023-01-19,NORTH,0.84,AIR,1,2023-01-27,SOUTH,0.92,AIR,1,2023-02-05,WEST,0.96,SEA,1,2023-01-27,WEST,0.79,SEA,1,2023-01-30,SOUTH,0.8,ROAD,1,1,4.0,2000.0,0,0,1,0,0,1,ON-TIME,ON-TIME,WEATHER,ON-TIME,ON-TIME,LOW,0,0,CLEAR,1,NIGHT,True,1,URBAN,94.3505638512806,MODERATE,0.51,100,NORTH_AIR,SOUTH_AIR,WEST_SEA,WEST_SEA,SOUTH_ROAD,0.3857142857142857,0.3,0.35,0.2352941176470588,0.2875,1.2
CAR_225,2023-02-01,2023-01-22,SOUTH,0.82,AIR,0,2023-01-30,WEST,0.98,SEA,0,2023-02-01,SOUTH,0.79,AIR,0,2023-01-28,EAST,0.88,SEA,0,2023-01-31,EAST,0.96,ROAD,0,0,0.0,0.0,0,0,0,0,0,0,ON-TIME,ON-TIME,ON-TIME,ON-TIME,ON-TIME,LOW,0,0,CLEAR,0,MORNING,False,0,URBAN,68.65001428382965,MODERATE,0.83,250,SOUTH_AIR,WEST_SEA,SOUTH_AIR,EAST_SEA,EAST_ROAD,0.2702702702702703,0.2839506172839506,0.160919540229885,0.2391304347826087,0.2987012987012987,1.2
CAR_248,2023-02-01,2023-01-29,NORTH,0.72,ROAD,1,2023-01-29,WEST,0.78,SEA,1,2023-02-03,WEST,0.74,AIR,0,2023-02-04,EAST,0.84,ROAD,0,2023-01-27,EAST,0.8,AIR,1,0,0.0,0.0,0,0,1,1,0,0,ON-TIME,ON-TIME,TRANSPORT BREAKDOWN,STRIKE,ON-TIME,HIGH,0,0,CLEAR,0,NIGHT,False,2,MIXED,123.73918201121552,MODERATE,0.79,250,NORTH_ROAD,WEST_SEA,WEST_AIR,EAST_ROAD,EAST_AIR,0.2926829268292683,0.2839506172839506,0.2842105263157894,0.2647058823529412,0.2988505747126437,1.2
CAR_528,2023-02-02,2023-01-28,EAST,0.88,ROAD,1,2023-02-06,EAST,0.78,AIR,0,2023-02-02,WEST,0.8,AIR,1,2023-02-06,SOUTH,0.87,AIR,0,2023-02-02,SOUTH,0.7,SEA,1,0,0.0,0.0,0,1,0,1,0,0,ON-TIME,SUPPLIER ISSUE,ON-TIME,CUSTOMS,ON-TIME,LOW,0,1,RAIN,0,MORNING,False,2,URBAN,71.30060685684845,LOW,0.61,1000,EAST_ROAD,EAST_AIR,WEST_AIR,SOUTH_AIR,SOUTH_SEA,0.3026315789473684,0.3285714285714285,0.2842105263157894,0.2891566265060241,0.3452380952380952,1.0
CAR_946,2023-02-02,2023-01-31,NORTH,0.89,SEA,1,2023-01-29,NORTH,0.84,SEA,0,2023-01-29,SOUTH,0.71,ROAD,0,2023-02-04,WEST,0.89,AIR,1,2023-02-01,NORTH,0.73,AIR,1,1,2.0,1000.0,0,0,0,1,0,1,ON-TIME,ON-TIME,ON-TIME,CUSTOMS,ON-TIME,LOW,0,0,CLEAR,0,MORNING,True,1,URBAN,93.9801998209202,HIGH,0.38,250,NORTH_SEA,NORTH_SEA,SOUTH_ROAD,WEST_AIR,NORTH_AIR,0.2894736842105263,0.4375,0.2888888888888888,0.3218390804597701,0.325,1.5
CAR_119,2023-02-02,2023-02-02,WEST,0.72,AIR,1,2023-01-20,NORTH,0.97,AIR,0,2023-01-28,SOUTH,0.9,SEA,1,2023-02-02,SOUTH,0.8,ROAD,1,2023-02-03,WEST,0.76,AIR,1,1,1.0,500.0,0,0,0,0,1,1,ON-TIME,ON-TIME,ON-TIME,ON-TIME,TRANSPORT BREAKDOWN,HIGH,0,0,CLEAR,0,EVENING,True,1,MIXED,105.9032775518471,MODERATE,0.88,100,WEST_AIR,NORTH_AIR,SOUTH_SEA,SOUTH_ROAD,WEST_AIR,0.3461538461538461,0.2638888888888889,0.2826086956521739,0.2244897959183673,0.3409090909090909,1.2
CAR_896,2023-02-02,2023-02-02,NORTH,0.83,SEA,0,2023-02-06,NORTH,0.86,AIR,1,2023-02-04,EAST,0.83,AIR,1,2023-02-05,SOUTH,0.77,AIR,1,2023-01-26,EAST,0.88,SEA,0,1,4.0,2000.0,0,1,1,1,0,1,ON-TIME,WEATHER,SUPPLIER ISSUE,WEATHER,ON-TIME,LOW,0,0,STORM,0,MORNING,True,3,URBAN,28.22325041487137,MODERATE,0.28,100,NORTH_SEA,NORTH_AIR,EAST_AIR,SOUTH_AIR,EAST_SEA,0.2894736842105263,0.2638888888888889,0.3835616438356164,0.2891566265060241,0.1894736842105263,1.2
CAR_284,2023-02-02,2023-02-02,WEST,0.8,AIR,1,2023-02-02,SOUTH,0.89,ROAD,0,2023-02-02,WEST,0.95,ROAD,1,2023-02-04,WEST,0.82,SEA,0,2023-02-07,WEST,0.85,SEA,1,1,5.0,2500.0,0,0,0,1,1,1,ON-TIME,ON-TIME,ON-TIME,WEATHER,WEATHER,LOW,0,0,STORM,0,NIGHT,True,2,URBAN,72.05184722235391,LOW,0.24,100,WEST_AIR,SOUTH_ROAD,WEST_ROAD,WEST_SEA,WEST_SEA,0.3461538461538461,0.3055555555555556,0.2717391304347826,0.2352941176470588,0.4,1.0
CAR_553,2023-02-02,2023-01-30,EAST,0.81,AIR,1,2023-01-30,NORTH,0.85,AIR,1,2023-02-01,SOUTH,0.92,ROAD,0,2023-02-02,EAST,0.93,SEA,1,2023-02-05,SOUTH,0.8,AIR,1,1,3.0,1500.0,0,0,0,0,1,1,ON-TIME,ON-TIME,ON-TIME,ON-TIME,WEATHER,MEDIUM,0,0,CLEAR,0,NIGHT,True,1,RURAL,423.1839303353517,MODERATE,0.45,100,EAST_AIR,NORTH_AIR,WEST_AIR,EAST_SEA,SOUTH_AIR,0.2307692307692307,0.2638888888888889,0.2826086956521739,0.2391304347826087,0.3375,1.2
